Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
34.0585171,117.5564213;徐州观音国际机场;Xuzhou Guanyin Airport;;XUZ;ZSXZ;en:Xuzhou Guanyin Airport;;;;;;https://www.openstreetmap.org/edit?node=320472307;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""int_name"": ""Xuzhou Guanyin Airport"", ""name:zh"": ""\u5f90\u5dde\u89c2\u97f3\u56fd\u9645\u673a\u573a"", ""name:zh_pinyin"": ""X\u00fazh\u014du Gu\u0101ny\u012bn gu\u00f3j\u00ec j\u012bch\u01ceng"", ""ref"": ""XUZ""}";People's Republic of China;CN
38.321069,106.3905756;银川河东国际机场;Yinchuan Hedong International Airport;;INC;ZLIC;;Q3270994;;;;;https://www.openstreetmap.org/edit?node=320489156;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:zh"": ""\u94f6\u5ddd\u6cb3\u4e1c\u56fd\u9645\u673a\u573a"", ""note"": ""\u6807\u6ce8aerodrome=international\u662f\u4e3a\u4e86\u5728\u516c\u5171\u4ea4\u901a\u5730\u56fe\u56fe\u5c42\u663e\u793a\u8be5\u673a\u573a""}";People's Republic of China;CN
34.0555734,-117.6021936;Ontario International Airport;;;ONT;KONT;en:Ontario International Airport;Q949831;https://www.flyontario.com/;;Ontario International Airport Authority;;https://www.openstreetmap.org/edit?node=321769511;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""288"", ""old_name"": ""LA/Ontario International Airport"", ""ref"": ""ONT""}";United States of America;US
-41.4436847,-73.0953738;Aeropuerto El Tepual;El Tepual Airport;;PMC;SCTE;en:El Tepual Airport;Q2756149;;;IDC;;https://www.openstreetmap.org/edit?node=323296372;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Puerto Montt"", ""ele"": ""90"", ""is_in:iso_3166_2"": ""CL-LL"", ""name:es"": ""Aeropuerto El Tepual Puerto Montt"", ""passengers"": ""1272832"", ""ref"": ""PMC"", ""wheelchair"": ""yes""}";Chile;CL
31.6384854,-106.4269223;Aeropuerto Internacional Abraham González;Abraham González International Airport;;CJS;MMCS;es:Aeropuerto Internacional Abraham González;Q2233076;;;Grupo Aeroportuario Centro Norte OMA;;https://www.openstreetmap.org/edit?node=324671483;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Ciudad Ju\u00e1rez"", ""ele"": ""1190"", ""name:de"": ""Flughafen Abraham Gonz\u00e1lez"", ""name:es"": ""Aeropuerto Internacional Abraham Gonz\u00e1lez"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0622\u0628\u0631\u0627\u0647\u0627\u0645 \u06af\u0648\u0646\u0632\u0627\u0644\u0633"", ""name_1"": ""Abraham Gonz\u00e1lez International Airport""}";Mexico;MX
34.7179724,32.4886379;Διεθνής Αερολιμένας Πάφου;Paphos International Airport;;PFO;LCPH;en:Paphos International Airport;Q1050707;;;;;https://www.openstreetmap.org/edit?node=338007519;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u03a0\u03ac\u03c6\u03bf\u03c5"", ""name:es"": ""Aeropuerto Internacional de Pafos"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0430\u0444\u043e\u0441\u0430"", ""name:tr"": ""Baf Uluslararas\u0131 Havaliman\u0131"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0430\u0444\u043e\u0441\u0443""}";Cyprus;CY
10.5970493,-61.3361362;Piarco International Airport;;;POS;TTPP;en:Piarco International Airport;Q788810;;;Airports Authority of Trinidad and Tobago;;https://www.openstreetmap.org/edit?node=341501030;ourairports.com;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Piarco_AirportWiFi"", ""operator:type"": ""public""}";Trinidad and Tobago;TT
12.1312561,-68.2644952;Bonaire International Airport;;;BON;TNCB;en:Flamingo International Airport;Q1430982;https://bonaireinternationalairport.com/;;;;https://www.openstreetmap.org/edit?node=356298515;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Flamingo Airport"", ""ele"": ""6"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u043e\u043d\u0435\u0440"", ""ref"": ""BON""}";Netherlands;NL
10.557801,-71.7271701;Aeropuerto Internacional de La Chinita;La Chinita International Airport;;MAR;SVMC;es:Aeropuerto Internacional de La Chinita;Q1335087;;+58-261-7352723;Instituto Autónomo de Aeropuertos del Estado Zulia;;https://www.openstreetmap.org/edit?node=356682493;aerial_imagery;"{""addr:city"": ""Maracaibo"", ""addr:country"": ""VE"", ""addr:postcode"": ""4001"", ""addr:state"": ""Zulia"", ""addr:street"": ""Av. Don Manuel Belloso"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeropuerto Internacional de Las Piedras"", ""closest_town"": ""Maracaibo"", ""ele"": ""72"", ""gnis:feature_type"": ""airport"", ""importance"": ""Internacional"", ""int_name"": ""La Chinita International Airport"", ""old_name"": ""Aeropuerto de Caujarito"", ""type"": ""civil""}";Venezuela;VE
13.7342702,-60.953704;Hewanorra International Airport;;;UVF;TLPL;en:Hewanorra International Airport;Q1431475;;;Government of Saint Lucia;;https://www.openstreetmap.org/edit?node=360087481;Bing;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""4.27"", ""ifr"": ""no"", ""operator:type"": ""public"", ""type"": ""public"", ""vfr"": ""yes""}";Saint Lucia;LC
14.7369244,-17.4898519;Aéroport militaire - ancien aeroport international Léopold-Sédar-Senghor;Military airport - Léopold Sédar Senghor International old Airport;;DKR;GOOY;en:Léopold Sédar Senghor International Airport;Q513689;;;Armée nationale sénégalaise;;https://www.openstreetmap.org/edit?node=361918818;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""26"", ""landuse"": ""military"", ""military"": ""airfield""}";Senegal;SN
43.4375586,5.2135912;Aéroport de Marseille Provence;;;MRS;LFML;fr:Aéroport Marseille Provence;Q651190;https://www.marseille.aeroport.fr/;;;;https://www.openstreetmap.org/edit?node=364430780;Gagravarr_Airports;"{""aerodrome"": ""international"", ""aerodrome:type"": ""civil"", ""aeroway"": ""aerodrome"", ""old_name"": ""A\u00e9roport de Marseille Marignane""}";France;FR
43.6299473,1.3637499;Aéroport de Toulouse-Blagnac;;;TLS;LFBO;fr:Aéroport de Toulouse-Blagnac;Q372615;;;;;https://www.openstreetmap.org/edit?node=368475266;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Toulouse"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0443\u043b\u0443\u0437\u0430-\u0411\u043b\u0430\u043d\u044c\u044f\u043a""}";France;FR
36.7441358,-6.0619245;Aeropuerto Internacional de Jerez La Parra;Jerez Airport;;XRY;LEJR;en:Jerez Airport;Q586862;https://aeropuertojerez-laparra.jimdo.com/;;Aena;;https://www.openstreetmap.org/edit?node=372224762;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Jerez de la Frontera"", ""ele"": ""28"", ""internet_access"": ""yes"", ""name:de"": ""Flughafen von Jerez""}";Spain;ES
48.1723008,17.214379;Letisko M.R. Štefánika;M. R. Stefanik International Airport;;BTS;LZIB;sk:Letisko M. R. Štefánika;Q828379;https://www.bts.aero/;;Airport Bratislava, a.s.;;https://www.openstreetmap.org/edit?node=375663981;Gagravarr_Airports;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""133"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u00ab\u0411\u0440\u0430\u0442\u0438\u0441\u043b\u0430\u0432\u0430\u00bb \u0456\u043c\u0435\u043d\u0456 \u0428\u0442\u0435\u0444\u0430\u043d\u0438\u043a\u0430""}";Slovakia;SK
14.6602343,49.3739332;مطار الريان الدولي;Riyan International Airport;;RIY;OYRN;en:Riyan International Airport;Q3505034;;;;;https://www.openstreetmap.org/edit?node=379189282;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0645\u0643\u0644\u0627 \u0627\u0644\u062f\u0648\u0644\u064a"", ""alt_name:en"": ""Mukalla International Airport"", ""ele"": ""16"", ""int_name"": ""Riyan Airport"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0631\u064a\u0627\u0646 \u0627\u0644\u062f\u0648\u0644\u064a"", ""ref"": ""RIY""}";Yemen;YE
47.6193342,-52.754239;St. John's International Airport;;;YYT;CYYT;en:St. John's International Airport;Q1516699;;;St. John's International Airport Authority;;https://www.openstreetmap.org/edit?node=384444426;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""141"", ""name:es"": ""Aeropuerto Internacional de San Juan de Terranova"", ""wheelchair"": ""yes""}";Canada;CA
34.8703048,33.6185219;Διεθνής Αερολιμένας Λάρνακας - Γλαύκος Κληρίδης;Larnaca International Airport – Glafcos Clerides;;LCA;LCLK;en:Larnaca International Airport;Q654636;;;Hermes Airports;;https://www.openstreetmap.org/edit?node=384792729;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Larnaca"", ""ele"": ""2"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u039b\u03ac\u03c1\u03bd\u03b1\u03ba\u03b1\u03c2"", ""name:es"": ""Aeropuerto Internacional de L\u00e1rnaca"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041ba\u0440\u043d\u0430\u043a\u0430"", ""name:tr"": ""Larnaka Uluslararas\u0131 Havaliman\u0131"", ""type"": ""Public""}";Cyprus;CY
28.4473319,-13.8658986;Aeropuerto de Fuerteventura;Fuerteventura Airport;Aéroport de Fuerteventura;FUE;GCFV;en:Fuerteventura Airport;;;;AENA;;https://www.openstreetmap.org/edit?node=384875110;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Puerto del Rosario"", ""ele"": ""23"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0641\u0648\u064a\u0631\u062a\u064a\u0641\u0646\u062a\u0648\u0631\u0627"", ""name:de"": ""Flughafen Fuerteventura"", ""name:es"": ""Aeropuerto de Fuerteventura"", ""name:it"": ""Aeroporto di Fuerteventura"", ""name:nl"": ""Aeropuerto de Fuerteventura"", ""name:pl"": ""Port lotniczy Fuerteventura"", ""name:zh"": ""\u5bcc\u57c3\u7279\u6587\u56fe\u62c9\u673a\u573a""}";Spain;ES
62.5603522,6.110509;Ålesund lufthavn, Vigra;Ålesund Airport, Vigra;;AES;ENAL;en:Ålesund Airport, Vigra;Q175897;https://avinor.no/flyplass/alesund/;;Avinor;;https://www.openstreetmap.org/edit?node=390604273;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""city_served"": ""\u00c5lesund"", ""ele"": ""21"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name:no"": ""\u00c5lesund lufthavn, Vigra"", ""surface"": ""grass"", ""type"": ""public_transport""}";;
53.4812299,20.9347662;Port lotniczy Olsztyn-Mazury;;;SZY;EPSY;pl:Port lotniczy Olsztyn-Mazury;Q1432944;http://mazuryairport.pl;(+48) 89 544-34-34;Warmia i Mazury Sp. z o.o.;;https://www.openstreetmap.org/edit?node=392448523;Bing;"{""addr:city:simc"": ""0489538"", ""addr:country"": ""PL"", ""addr:housenumber"": ""150"", ""addr:place"": ""Szymany"", ""addr:postcode"": ""12-100"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""contact:email"": ""info@mazuryairport.pl"", ""contact:phone"": ""+48 89 623 19 76"", ""contact:website"": ""http://mazuryairport.pl"", ""email"": ""info@mazuryairport.pl"", ""int_name"": ""Szczytno-Szymany International Airport"", ""loc_name"": ""Lotnisko Szymany"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041e\u043b\u044c\u0448\u0442\u044b\u043d-\u041c\u0430\u0437\u0443\u0440\u0438\u044f"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041e\u043b\u044c\u0448\u0442\u0438\u043d-\u041c\u0430\u0437\u0443\u0440\u0438""}";Poland;PL
31.1413231,121.8148024;上海浦东国际机场;Shanghai Pudong International Airport;Aéroport international de Shanghai-Pudong;PVG;ZSPD;;Q36420;;;Shanghai Airport Authority;;https://www.openstreetmap.org/edit?node=399613062;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""4"", ""international_flights"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0634\u0627\u0646\u063a\u0647\u0627\u064a \u0628\u0648\u062f\u0646\u063a \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:ca"": ""Aeroport Internacional de Xangai-Pudong"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b \u0160anghaj Pchu-tung"", ""name:da"": ""Shanghai Pudong International Airport"", ""name:de"": ""Flughafen Shanghai-Pudong"", ""name:es"": ""Aeropuerto Internacional de Shangh\u00e1i-Pudong"", ""name:eu"": ""Shanghai Pudong nazioarteko aireportua"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0634\u0627\u0646\u06af\u0647\u0627\u06cc \u067e\u0648\u062f\u0646\u06af"", ""name:fi"": ""Shanghai Pudongin kansainv\u00e4linen lentoasema"", ""name:hi"": ""\u0936\u0902\u0918\u093e\u0908 \u092a\u0941\u0921\u094b\u0902\u0917 \u0905\u0928\u094d\u0924\u0930\u094d\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0935\u093f\u092e\u093e\u0928\u0915\u094d\u0937\u0947\u0924\u094d\u0930"", ""name:hu"": ""Sanghaj-Putungi nemzetk\u00f6zi rep\u00fcl\u0151t\u00e9r"", ""name:id"": ""Bandar Udara Internasional Pudong Shanghai"", ""name:it"": ""Aeroporto Internazionale di Shanghai-Pudong"", ""name:ja"": ""\u4e0a\u6d77\u6d66\u6771\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\uc0c1\ud558\uc774 \ud478\ub465 \uad6d\uc81c\uacf5\ud56d"", ""name:lt"": ""\u0160anchajaus Pudongo tarptautinis oro uostas"", ""name:mr"": ""\u0936\u093e\u0902\u0918\u093e\u092f \u092a\u0941\u0921\u094b\u0902\u0917 \u0906\u0902\u0924\u0930\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0935\u093f\u092e\u093e\u0928\u0924\u0933"", ""name:ms"": ""Lapangan Terbang Antarabangsa Pudong Shanghai"", ""name:nl"": ""Luchthaven Shanghai Pudong"", ""name:no"": ""Shanghai Pudong internasjonale lufthavn"", ""name:pl"": ""Port lotniczy Szanghaj-Pudong"", ""name:pt"": ""Aeroporto Internacional de Xangai Pudong"", ""name:ro"": ""Aeroportul Interna\u021bional Shanghai Pudong"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0301\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0301\u0440\u0442 \u041f\u0443\u0434\u0443\u0301\u043d"", ""name:sk"": ""Medzin\u00e1rodn\u00e9 letisko \u0160anghaj Pchu-tung"", ""name:sv"": ""Shanghai Pudong International Airport"", ""name:ta"": ""\u0b9a\u0bbe\u0b99\u0bcd\u0b95\u0bbe\u0baf\u0bcd \u0baa\u0bc1\u0b9f\u0bcb\u0b99\u0bcd \u0baa\u0ba9\u0bcd\u0ba9\u0bbe\u0b9f\u0bcd\u0b9f\u0bc1 \u0bb5\u0bbe\u0ba9\u0bc2\u0bb0\u0bcd\u0ba4\u0bbf \u0ba8\u0bbf\u0bb2\u0bc8\u0baf\u0bae\u0bcd"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0431\u0438\u043d\u200c\u0430\u043b\u043c\u0438\u043b\u0430\u043b\u04e3 \u0448\u043e\u043d\u0433\u04b3 \u067e\u0432\u0434\u043d\u0433"", ""name:tr"": ""\u015eanghay Pudong Uluslararas\u0131 Havaliman\u0131"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0443\u0434\u0443\u043d"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf Ph\u1ed1 \u0110\u00f4ng-Th\u01b0\u1ee3ng H\u1ea3i"", ""name:zh"": ""\u4e0a\u6d77\u6d66\u4e1c\u56fd\u9645\u673a\u573a"", ""name:zh_pinyin"": ""Sh\u00e0ngh\u01cei P\u01d4d\u014dng Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""rank_aci:2016"": ""9""}";People's Republic of China;CN
-19.2424805,-65.1492625;Aeropuerto Internacional de Alcantarí;Alcantarí Airport;;SRE;SLAL;en:Alcantarí Airport;Q24239376;;;AASANA;;https://www.openstreetmap.org/edit?node=418346128;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""barrier"": ""fence"", ""ele"": ""3112"", ""start_date"": ""2016-05-15""}";Bolivia;BO
15.6673421,39.3713362;Massawa International Airport ኣህጉራዊ መዓርፎ ነፈርቲ ምጽዋዕ مطار مصوع الدولي;Massawa International Airport;Aéroport international de Massawa;MSW;HHMS;en:Massawa International Airport;Q651210;;;;;https://www.openstreetmap.org/edit?node=421523311;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0635\u0648\u0639 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Flughafen Massaua"", ""name:es"": ""Aeropuerto Internacional de Massawa"", ""name:id"": ""Bandar Udara Internasional Massawa"", ""name:it"": ""Aeroporto Internazionale di Massaua"", ""name:ja"": ""\u30de\u30c3\u30b5\u30ef\u56fd\u969b\u7a7a\u6e2f"", ""name:ms"": ""Lapangan Terbang Antarabangsa Massawa"", ""name:nb"": ""Massawa internasjonale lufthavn"", ""name:nl"": ""Luchthaven Massawa"", ""name:pl"": ""Port lotniczy Massawa"", ""name:ru"": ""\u041c\u0430\u0441\u0441\u0430\u0443\u0430 (\u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442)"", ""name:sv"": ""Massawa International Airport"", ""name:ti"": ""\u12a3\u1205\u1309\u122b\u12ca \u1218\u12d3\u122d\u134e \u1290\u1348\u122d\u1272 \u121d\u133d\u12cb\u12d5"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf Massawa"", ""name:zh"": ""\u99ac\u85a9\u74e6\u570b\u969b\u6a5f\u5834"", ""wikipedia:ar"": ""ar:\u0645\u0637\u0627\u0631 \u0645\u0635\u0648\u0639 \u0627\u0644\u062f\u0648\u0644\u064a""}";Eritrea;ER
4.8738052,8.0935282;Akwa Ibom International Airport;;;QUO;DNAI;en:Akwa Ibom Airport;Q426795;;;;;https://www.openstreetmap.org/edit?node=430674384;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";Nigeria;NG
-8.5239596,179.1967609;Funafuti International Airport;;;FUN;NGFU;en:Funafuti International Airport;Q1327938;;;;;https://www.openstreetmap.org/edit?node=432052995;Gagravarr_Airports;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""international_flights"": ""yes"", ""name:zh"": ""\u5bcc\u7eb3\u5bcc\u63d0\u56fd\u9645\u673a\u573a""}";;
36.6784433,-4.4958179;Aeropuerto de Málaga - Costa del Sol;Málaga – Costa del Sol Airport;;AGP;LEMG;en:Málaga Airport;Q690894;;;AENA;;https://www.openstreetmap.org/edit?node=435099913;;"{""addr:postcode"": ""29004"", ""addr:street"": ""Avenida del Comandante Garc\u00eda Morato"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""16"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""nohousenumber"": ""yes"", ""wikimedia_commons"": ""Category:M\u00e1laga Airport""}";Spain;ES
21.4205338,-77.8465686;Aeropuerto Internacional Ignacio Agramonte;Ignacio Agramonte International Airport;;CMW;MUCM;en:Ignacio Agramonte International Airport;Q3086164;;;ECASA;;https://www.openstreetmap.org/edit?node=446946804;;"{""addr:city"": ""Camag\u00fcey"", ""addr:street"": ""Avenida Carlos J Finlay"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Camag\u00fcey"", ""ele"": ""126"", ""name:es"": ""Aeropuerto Internacional Ignacio Agramonte"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0418\u0433\u043d\u0430\u0441\u0438\u043e \u0410\u0433\u0440\u0430\u043c\u043e\u043d\u0442\u0435 (\u041a\u0430\u043c\u0430\u0433\u0432\u0435\u0439)""}";Cuba;CU
46.2227014,14.4592579;Letališče Jožeta Pučnika Ljubljana;Ljubljana Jože Pučnik Airport;;LJU;LJLJ;sl:Letališče Jožeta Pučnika Ljubljana;Q1109558;http://www.lju-airport.si/eng/default.asp;+386 4 20 61 000;Fraport AG;;https://www.openstreetmap.org/edit?node=466705365;Bing, wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Brnik Airport"", ""ele"": ""388"", ""email"": ""info@fraport-slovenija.si"", ""fax"": ""+386 4 20 21 220"", ""name:sl"": ""Letali\u0161\u010de Jo\u017eeta Pu\u010dnika Ljubljana Airport"", ""old_name"": ""Brnik"", ""ref"": ""LJU"", ""type"": ""public"", ""wikipedia:en"": ""Ljubljana Jo\u017ee Pu\u010dnik Airport""}";Slovenia;SI
8.1100064,98.3177466;ท่าอากาศยานนานาชาติภูเก็ต;Phuket International Airport;;HKT;VTSP;en:Phuket International Airport;Q240694;https://www.airportthai.co.th/en/;;;;https://www.openstreetmap.org/edit?node=469802492;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""25"", ""name:da"": ""Phuket Internationale Lufthavn"", ""name:ko"": ""\ud478\uaeeb\uad6d\uc81c\uacf5\ud56d"", ""name:pl"": ""Port lotniczy Phuket"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0445\u0443\u043a\u0435\u0442"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e19\u0e32\u0e19\u0e32\u0e0a\u0e32\u0e15\u0e34\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15"", ""name:zh-Hant"": ""\u666e\u5409\u570b\u969b\u6a5f\u5834"", ""passengers"": ""8467000""}";Thailand;TH
23.5624651,-75.8776653;Exuma International Airport;Exuma International Airport;;GGT;MYEF;en:Exuma International Airport;Q3499608;;;;;https://www.openstreetmap.org/edit?node=471388706;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Exuma"", ""ele"": ""3""}";The Bahamas;BS
9.5488129,100.0625942;ท่าอากาศยานนานาชาติสมุย;Samui International Airport;;USM;VTSM;en:Samui Airport;Q867656;;;;;https://www.openstreetmap.org/edit?node=476938595;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Koh Samui Airport"", ""barrier"": ""fence"", ""ele"": ""20"", ""is_in"": ""KohSamui,Thailand"", ""name:kr"": ""\uc0ac\ubb34\uc774 \uacf5\ud56d"", ""name:pl"": ""Port lotniczy Ko Samui"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0421\u0430\u043c\u0443\u0439"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e19\u0e32\u0e19\u0e32\u0e0a\u0e32\u0e15\u0e34\u0e2a\u0e21\u0e38\u0e22"", ""passengers"": ""1483000"", ""ref"": ""USM""}";Thailand;TH
